"#","Embroidermodder 2 CSV Embroidery File"
"#","http://embroidermodder.github.io"

"#","General Notes:"
"#","This file can be read by Excel or LibreOffice as CSV (Comma Separated Value) or with a text editor."
"#","Lines beginning with # are comments."
"#","Lines beginning with > are variables: [VAR_NAME], [VAR_VALUE]"
"#","Lines beginning with $ are threads: [THREAD_NUMBER], [RED], [GREEN], [BLUE], [DESCRIPTION], [CATALOG_NUMBER]"
"#","Lines beginning with * are stitch entries: [STITCH_TYPE], [X], [Y]"

"#","Stitch Entry Notes:"
"#","STITCH instructs the machine to move to the position [X][Y] and then make a stitch."
"#","JUMP instructs the machine to move to the position [X][Y] without making a stitch."
"#","TRIM instructs the machine to cut the thread before moving to the position [X][Y] without making a stitch."
"#","COLOR instructs the machine to stop temporarily so that the user can change to a different color thread before resuming."
"#","END instructs the machine that the design is completed and there are no further instructions."
"#","UNKNOWN encompasses instructions that may not be supported currently."
"#","[X] and [Y] are absolute coordinates in millimeters (mm)."

"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","4720"
">","THREAD_COUNT:","13"
">","EXTENTS_LEFT:","-58.300000"
">","EXTENTS_TOP:","-51.900000"
">","EXTENTS_RIGHT:","35.000000"
">","EXTENTS_BOTTOM:","15.900000"
">","EXTENTS_WIDTH:","93.300000"
">","EXTENTS_HEIGHT:","67.800000"

"#","[THREAD_NUMBER]","[RED]","[GREEN]","[BLUE]","[DESCRIPTION]","[CATALOG_NUMBER]"
"$","1","186","152","0","(null)","(null)"
"$","2","239","227","185","(null)","(null)"
"$","3","0","135","119","(null)","(null)"
"$","4","178","118","36","(null)","(null)"
"$","5","209","84","0","(null)","(null)"
"$","6","42","19","1","(null)","(null)"
"$","7","42","19","1","(null)","(null)"
"$","8","47","126","32","(null)","(null)"
"$","9","47","126","32","(null)","(null)"
"$","10","168","222","235","(null)","(null)"
"$","11","168","222","235","(null)","(null)"
"$","12","178","118","36","(null)","(null)"
"$","13","178","118","36","(null)","(null)"

"#","[STITCH_TYPE]","[X]","[Y]"
"*","STITCH","23.500000","-12.200000"
"*","STITCH","23.400000","-15.200000"
"*","STITCH","23.100000","-12.900000"
"*","STITCH","23.100000","-15.900000"
"*","STITCH","22.700000","-13.700000"
"*","STITCH","22.900000","-16.500000"
"*","STITCH","22.300000","-14.400000"
"*","STITCH","22.600000","-17.100000"
"*","STITCH","22.000000","-15.100000"
"*","STITCH","22.500000","-17.800000"
"*","STITCH","21.700000","-15.700000"
"*","STITCH","22.300000","-18.800000"
"*","STITCH","21.500000","-16.400000"
"*","STITCH","22.200000","-19.700000"
"*","STITCH","21.200000","-17.100000"
"*","STITCH","22.000000","-20.400000"
"*","STITCH","21.000000","-17.800000"
"*","STITCH","21.700000","-21.000000"
"*","STITCH","20.700000","-18.500000"
"*","STITCH","21.400000","-21.600000"
"*","STITCH","20.500000","-19.200000"
"*","STITCH","21.200000","-22.200000"
"*","STITCH","20.300000","-19.800000"
"*","STITCH","20.900000","-22.900000"
"*","STITCH","20.200000","-20.500000"
"*","STITCH","20.600000","-23.600000"
"*","STITCH","20.000000","-21.400000"
"*","STITCH","20.300000","-24.400000"
"*","STITCH","19.900000","-22.500000"
"*","STITCH","20.000000","-24.300000"
"*","STITCH","19.200000","-26.300000"
"*","STITCH","20.100000","-24.600000"
"*","STITCH","19.200000","-27.100000"
"*","STITCH","20.200000","-25.200000"
"*","STITCH","19.200000","-27.800000"
"*","STITCH","20.300000","-26.000000"
"*","STITCH","19.200000","-28.500000"
"*","STITCH","20.400000","-26.700000"
"*","STITCH","19.300000","-29.100000"
"*","STITCH","20.500000","-27.400000"
"*","STITCH","19.400000","-29.800000"
"*","STITCH","20.700000","-28.000000"
"*","STITCH","19.400000","-30.500000"
"*","STITCH","20.800000","-28.700000"
"*","STITCH","19.500000","-31.300000"
"*","STITCH","20.900000","-29.300000"
"*","STITCH","19.600000","-32.000000"
"*","STITCH","21.000000","-30.000000"
"*","STITCH","19.600000","-32.600000"
"*","STITCH","21.100000","-30.700000"
"*","STITCH","19.700000","-33.300000"
"*","STITCH","21.200000","-31.300000"
"*","STITCH","19.800000","-34.000000"
"*","STITCH","21.200000","-31.900000"
"*","STITCH","19.900000","-34.700000"
"*","STITCH","21.100000","-32.600000"
"*","STITCH","20.000000","-35.500000"
"*","STITCH","20.900000","-33.700000"
"*","STITCH","20.000000","-36.200000"
"*","STITCH","20.900000","-34.700000"
"*","STITCH","20.200000","-37.000000"
"*","STITCH","20.200000","-35.700000"
"*","STITCH","20.100000","-38.200000"
"*","STITCH","19.900000","-36.500000"
"*","STITCH","20.100000","-38.800000"
"*","STITCH","19.400000","-37.100000"
"*","STITCH","20.100000","-39.500000"
"*","STITCH","19.100000","-37.600000"
"*","STITCH","20.000000","-40.100000"
"*","STITCH","18.900000","-38.200000"
"*","STITCH","20.000000","-40.700000"
"*","STITCH","18.600000","-38.800000"
"*","STITCH","20.000000","-41.200000"
"*","STITCH","18.500000","-39.400000"
"*","STITCH","20.000000","-41.700000"
"*","STITCH","18.300000","-40.000000"
"*","STITCH","20.000000","-42.200000"
"*","STITCH","18.200000","-40.600000"
"*","STITCH","20.000000","-42.700000"
"*","STITCH","18.100000","-41.300000"
"*","STITCH","20.200000","-43.300000"
"*","STITCH","18.100000","-41.900000"
"*","STITCH","20.300000","-43.900000"
"*","STITCH","18.200000","-42.600000"
"*","STITCH","20.400000","-44.600000"
"*","STITCH","18.300000","-43.300000"
"*","STITCH","20.500000","-45.200000"
"*","STITCH","18.600000","-44.000000"
"*","STITCH","19.700000","-46.600000"
"*","STITCH","19.300000","-47.400000"
"*","STITCH","19.900000","-48.400000"
"*","STITCH","19.100000","-46.600000"
"*","STITCH","20.200000","-48.000000"
"*","STITCH","18.900000","-46.000000"
"*","STITCH","20.400000","-47.400000"
"*","STITCH","18.800000","-45.600000"
"*","STITCH","20.500000","-46.900000"
"*","STITCH","18.700000","-45.000000"
"*","STITCH","20.500000","-46.300000"
"*","STITCH","18.600000","-44.300000"
"*","STITCH","20.400000","-45.800000"
"*","STITCH","19.900000","-45.200000"
"*","STITCH","18.400000","-43.900000"
"*","STITCH","19.400000","-44.600000"
"*","STITCH","20.400000","-45.300000"
"*","STITCH","22.100000","-46.000000"
"*","TRIM","23.400000","-46.000000"
"*","COLOR","23.400000","-46.000000"
"*","JUMP","23.400000","-46.000000"
"*","STITCH","23.400000","-46.000000"
"*","STITCH","24.400000","-47.000000"
"*","STITCH","25.100000","-47.800000"
"*","STITCH","27.300000","-48.000000"
"*","STITCH","28.900000","-47.800000"
"*","STITCH","31.200000","-47.700000"
"*","STITCH","33.500000","-48.100000"
"*","STITCH","33.800000","-49.400000"
"*","STITCH","32.400000","-50.000000"
"*","STITCH","30.500000","-50.300000"
"*","STITCH","32.700000","-50.400000"
"*","STITCH","30.800000","-50.000000"
"*","STITCH","33.700000","-50.100000"
"*","STITCH","31.600000","-49.800000"
"*","STITCH","34.400000","-49.800000"
"*","STITCH","32.300000","-49.600000"
"*","STITCH","34.800000","-49.400000"
"*","STITCH","32.900000","-49.200000"
"*","STITCH","35.000000","-48.800000"
"*","STITCH","32.900000","-49.100000"
"*","STITCH","34.900000","-48.600000"
"*","STITCH","32.700000","-48.800000"
"*","STITCH","34.600000","-48.200000"
"*","STITCH","32.400000","-48.600000"
"*","STITCH","34.300000","-47.800000"
"*","STITCH","31.600000","-48.500000"
"*","STITCH","33.500000","-47.600000"
"*","STITCH","31.000000","-48.400000"
"*","STITCH","32.700000","-47.300000"
"*","STITCH","30.100000","-47.900000"
"*","STITCH","27.600000","-47.800000"
"*","STITCH","25.800000","-47.900000"
"*","STITCH","24.500000","-47.700000"
"*","STITCH","24.200000","-46.300000"
"*","STITCH","22.300000","-45.700000"
"*","STITCH","20.900000","-45.600000"
"*","STITCH","22.400000","-45.500000"
"*","STITCH","20.700000","-46.000000"
"*","STITCH","23.400000","-45.600000"
"*","STITCH","21.900000","-46.100000"
"*","STITCH","24.200000","-45.700000"
"*","STITCH","22.300000","-46.400000"
"*","STITCH","24.700000","-46.000000"
"*","STITCH","23.100000","-46.600000"
"*","STITCH","25.400000","-46.300000"
"*","STITCH","23.300000","-46.800000"
"*","STITCH","25.500000","-46.800000"
"*","STITCH","23.200000","-47.300000"
"*","STITCH","25.200000","-47.200000"
"*","STITCH","23.200000","-47.800000"
"*","STITCH","25.300000","-47.400000"
"*","STITCH","23.600000","-48.200000"
"*","STITCH","25.900000","-47.400000"
"*","STITCH","24.000000","-48.500000"
"*","STITCH","26.700000","-47.300000"
"*","STITCH","24.800000","-48.600000"
"*","STITCH","27.500000","-47.300000"
"*","STITCH","25.600000","-48.600000"
"*","STITCH","28.200000","-47.200000"
"*","STITCH","26.400000","-48.600000"
"*","STITCH","28.900000","-47.200000"
"*","STITCH","27.300000","-48.600000"
"*","STITCH","29.700000","-47.200000"
"*","STITCH","27.900000","-48.500000"
"*","STITCH","30.700000","-47.100000"
"*","STITCH","28.600000","-48.500000"
"*","STITCH","31.500000","-47.200000"
"*","STITCH","29.500000","-48.400000"
"*","STITCH","32.300000","-47.300000"
"*","STITCH","30.400000","-48.400000"
"*","STITCH","33.100000","-47.400000"
"*","STITCH","31.200000","-48.400000"
"*","STITCH","30.600000","-48.800000"
"*","STITCH","28.500000","-49.000000"
"*","STITCH","30.100000","-49.100000"
"*","STITCH","27.400000","-48.900000"
"*","STITCH","29.400000","-49.500000"
"*","STITCH","25.900000","-48.700000"
"*","STITCH","28.500000","-49.700000"
"*","STITCH","25.100000","-48.600000"
"*","STITCH","27.600000","-49.900000"
"*","STITCH","24.300000","-48.600000"
"*","STITCH","26.600000","-49.900000"
"*","STITCH","23.300000","-48.700000"
"*","STITCH","25.500000","-49.700000"
"*","STITCH","22.300000","-48.800000"
"*","STITCH","24.400000","-49.700000"
"*","STITCH","21.500000","-49.000000"
"*","STITCH","23.500000","-49.700000"
"*","STITCH","20.600000","-49.200000"
"*","STITCH","22.700000","-49.900000"
"*","STITCH","19.700000","-49.400000"
"*","STITCH","21.700000","-50.100000"
"*","STITCH","18.700000","-49.400000"
"*","STITCH","20.800000","-50.300000"
"*","STITCH","17.900000","-49.300000"
"*","STITCH","20.000000","-50.500000"
"*","STITCH","17.100000","-49.000000"
"*","STITCH","19.400000","-50.600000"
"*","STITCH","16.100000","-48.700000"
"*","STITCH","18.700000","-50.700000"
"*","STITCH","15.500000","-48.500000"
"*","STITCH","17.900000","-50.800000"
"*","STITCH","14.900000","-48.500000"
"*","STITCH","17.200000","-50.700000"
"*","STITCH","14.200000","-48.500000"
"*","STITCH","16.600000","-50.600000"
"*","STITCH","13.500000","-48.500000"
"*","STITCH","15.600000","-50.100000"
"*","STITCH","12.700000","-48.500000"
"*","STITCH","14.600000","-49.700000"
"*","STITCH","11.900000","-48.600000"
"*","STITCH","13.800000","-49.600000"
"*","STITCH","11.200000","-48.700000"
"*","STITCH","13.000000","-49.600000"
"*","STITCH","10.300000","-48.900000"
"*","STITCH","12.100000","-49.700000"
"*","STITCH","9.400000","-49.000000"
"*","STITCH","11.200000","-49.700000"
"*","STITCH","8.400000","-49.200000"
"*","STITCH","10.200000","-49.800000"
"*","STITCH","7.300000","-49.300000"
"*","STITCH","9.100000","-49.900000"
"*","STITCH","6.100000","-49.500000"
"*","STITCH","8.100000","-50.000000"
"*","STITCH","5.000000","-49.500000"
"*","STITCH","6.100000","-49.800000"
"*","STITCH","7.800000","-49.800000"
"*","STITCH","6.500000","-49.800000"
"*","STITCH","5.100000","-49.700000"
"*","TRIM","-9.900000","-51.200000"
"*","COLOR","-9.900000","-51.200000"
"*","JUMP","-9.900000","-51.200000"
"*","STITCH","-9.900000","-51.200000"
"*","STITCH","-10.500000","-51.000000"
"*","STITCH","-12.300000","-51.100000"
"*","STITCH","-14.800000","-51.000000"
"*","STITCH","-13.100000","-51.200000"
"*","STITCH","-11.600000","-51.200000"
"*","STITCH","-10.100000","-51.200000"
"*","STITCH","-8.200000","-50.000000"
"*","STITCH","-11.300000","-51.600000"
"*","STITCH","-9.400000","-50.100000"
"*","STITCH","-12.400000","-51.800000"
"*","STITCH","-10.300000","-50.300000"
"*","STITCH","-13.400000","-51.900000"
"*","STITCH","-11.200000","-50.400000"
"*","STITCH","-14.300000","-51.900000"
"*","STITCH","-12.000000","-50.400000"
"*","STITCH","-15.100000","-51.800000"
"*","STITCH","-12.800000","-50.500000"
"*","STITCH","-15.800000","-51.600000"
"*","STITCH","-13.600000","-50.400000"
"*","STITCH","-16.600000","-51.500000"
"*","STITCH","-14.400000","-50.400000"
"*","STITCH","-17.500000","-51.300000"
"*","STITCH","-15.200000","-50.300000"
"*","STITCH","-18.200000","-51.300000"
"*","STITCH","-15.900000","-50.100000"
"*","STITCH","-19.000000","-51.200000"
"*","STITCH","-16.700000","-49.900000"
"*","STITCH","-19.800000","-51.200000"
"*","STITCH","-17.400000","-49.700000"
"*","STITCH","-20.600000","-51.200000"
"*","STITCH","-18.100000","-49.600000"
"*","STITCH","-21.400000","-51.200000"
"*","STITCH","-19.000000","-49.600000"
"*","STITCH","-22.300000","-51.300000"
"*","STITCH","-19.800000","-49.500000"
"*","STITCH","-23.200000","-51.400000"
"*","STITCH","-20.800000","-49.600000"
"*","STITCH","-24.200000","-51.500000"
"*","STITCH","-22.100000","-49.900000"
"*","STITCH","-25.300000","-51.700000"
"*","STITCH","-23.500000","-50.300000"
"*","STITCH","-26.200000","-51.700000"
"*","STITCH","-24.300000","-50.400000"
"*","STITCH","-27.000000","-51.600000"
"*","STITCH","-25.100000","-50.500000"
"*","STITCH","-27.700000","-51.500000"
"*","STITCH","-25.800000","-50.500000"
"*","STITCH","-28.400000","-51.200000"
"*","STITCH","-26.500000","-50.500000"
"*","STITCH","-29.000000","-50.800000"
"*","STITCH","-27.200000","-50.400000"
"*","STITCH","-28.100000","-50.100000"
"*","STITCH","-29.100000","-48.900000"
"*","STITCH","-31.300000","-49.000000"
"*","STITCH","-33.000000","-48.900000"
"*","STITCH","-31.000000","-48.500000"
"*","STITCH","-32.700000","-49.500000"
"*","STITCH","-29.700000","-48.300000"
"*","STITCH","-32.200000","-49.700000"
"*","STITCH","-28.700000","-48.400000"
"*","STITCH","-31.300000","-49.800000"
"*","STITCH","-28.000000","-48.500000"
"*","STITCH","-30.300000","-49.800000"
"*","STITCH","-27.300000","-48.700000"
"*","STITCH","-29.700000","-49.900000"
"*","STITCH","-26.800000","-49.100000"
"*","STITCH","-29.100000","-49.900000"
"*","STITCH","-26.700000","-49.600000"
"*","STITCH","-28.800000","-50.300000"
"*","STITCH","-27.100000","-50.300000"
"*","STITCH","-28.700000","-50.800000"
"*","STITCH","-29.800000","-51.100000"
"*","STITCH","-31.800000","-51.400000"
"*","STITCH","-30.200000","-50.600000"
"*","STITCH","-33.000000","-51.400000"
"*","STITCH","-31.000000","-50.600000"
"*","STITCH","-34.200000","-51.300000"
"*","STITCH","-31.900000","-50.500000"
"*","STITCH","-35.300000","-51.100000"
"*","STITCH","-32.800000","-50.300000"
"*","STITCH","-36.200000","-50.900000"
"*","STITCH","-33.700000","-50.000000"
"*","STITCH","-37.200000","-50.700000"
"*","STITCH","-34.700000","-49.800000"
"*","STITCH","-38.200000","-50.800000"
"*","STITCH","-35.800000","-49.700000"
"*","STITCH","-39.100000","-50.900000"
"*","STITCH","-36.900000","-49.700000"
"*","STITCH","-40.200000","-50.900000"
"*","STITCH","-37.900000","-49.700000"
"*","STITCH","-41.300000","-50.800000"
"*","STITCH","-38.900000","-49.700000"
"*","STITCH","-42.300000","-50.700000"
"*","STITCH","-40.000000","-49.700000"
"*","STITCH","-43.200000","-50.400000"
"*","STITCH","-40.700000","-49.500000"
"*","STITCH","-43.700000","-49.800000"
"*","STITCH","-40.600000","-49.600000"
"*","STITCH","-42.200000","-49.100000"
"*","STITCH","-39.300000","-49.300000"
"*","STITCH","-36.900000","-48.800000"
"*","STITCH","-35.800000","-48.400000"
"*","STITCH","-34.100000","-48.500000"
"*","STITCH","-36.800000","-48.600000"
"*","STITCH","-35.000000","-48.700000"
"*","STITCH","-37.500000","-48.800000"
"*","STITCH","-35.800000","-49.100000"
"*","STITCH","-38.400000","-49.000000"
"*","STITCH","-36.700000","-49.400000"
"*","STITCH","-39.800000","-48.900000"
"*","STITCH","-37.700000","-49.600000"
"*","STITCH","-41.300000","-48.800000"
"*","STITCH","-38.800000","-49.700000"
"*","STITCH","-42.100000","-49.100000"
"*","STITCH","-40.200000","-49.500000"
"*","STITCH","-42.800000","-49.400000"
"*","STITCH","-40.700000","-49.700000"
"*","STITCH","-42.600000","-49.300000"
"*","STITCH","-44.600000","-49.000000"
"*","STITCH","-46.800000","-49.100000"
"*","STITCH","-44.900000","-49.500000"
"*","STITCH","-47.700000","-48.900000"
"*","STITCH","-45.800000","-49.900000"
"*","STITCH","-48.600000","-48.800000"
"*","STITCH","-47.300000","-49.700000"
"*","STITCH","-49.400000","-49.300000"
"*","STITCH","-50.400000","-50.000000"
"*","STITCH","-49.200000","-50.700000"
"*","STITCH","-48.500000","-50.800000"
"*","STITCH","-46.400000","-50.700000"
"*","STITCH","-48.600000","-50.800000"
"*","STITCH","-47.400000","-50.500000"
"*","STITCH","-49.900000","-50.700000"
"*","STITCH","-48.300000","-50.300000"
"*","STITCH","-50.600000","-50.400000"
"*","STITCH","-49.100000","-50.100000"
"*","STITCH","-51.400000","-49.900000"
"*","STITCH","-49.400000","-49.900000"
"*","STITCH","-51.400000","-49.500000"
"*","STITCH","-49.100000","-49.900000"
"*","STITCH","-51.100000","-49.300000"
"*","STITCH","-48.100000","-49.900000"
"*","STITCH","-50.600000","-48.800000"
"*","STITCH","-47.500000","-50.000000"
"*","STITCH","-49.900000","-48.700000"
"*","STITCH","-46.600000","-49.800000"
"*","STITCH","-48.600000","-48.800000"
"*","STITCH","-47.200000","-46.700000"
"*","STITCH","-46.200000","-45.200000"
"*","STITCH","-45.300000","-43.800000"
"*","STITCH","-44.200000","-41.700000"
"*","STITCH","-45.600000","-43.400000"
"*","STITCH","-44.600000","-42.500000"
"*","STITCH","-46.300000","-44.200000"
"*","STITCH","-44.500000","-43.100000"
"*","STITCH","-46.800000","-44.700000"
"*","STITCH","-44.800000","-43.600000"
"*","STITCH","-47.400000","-45.400000"
"*","STITCH","-45.000000","-44.200000"
"*","STITCH","-47.700000","-45.800000"
"*","STITCH","-45.100000","-44.800000"
"*","STITCH","-47.800000","-46.300000"
"*","STITCH","-45.500000","-45.400000"
"*","STITCH","-47.600000","-46.700000"
"*","STITCH","-45.600000","-45.900000"
"*","STITCH","-47.100000","-46.900000"
"*","STITCH","-45.800000","-46.300000"
"*","STITCH","-47.500000","-46.600000"
"*","STITCH","-46.600000","-46.300000"
"*","STITCH","-45.700000","-45.800000"
"*","STITCH","-47.300000","-47.000000"
"*","STITCH","-46.000000","-46.500000"
"*","TRIM","12.300000","-21.500000"
"*","COLOR","12.300000","-21.500000"
"*","JUMP","12.300000","-21.500000"
"*","STITCH","12.300000","-21.500000"
"*","STITCH","12.300000","-20.300000"
"*","STITCH","12.200000","-19.100000"
"*","STITCH","12.000000","-17.400000"
"*","STITCH","11.900000","-15.700000"
"*","STITCH","11.700000","-13.800000"
"*","STITCH","11.300000","-12.400000"
"*","STITCH","11.000000","-11.400000"
"*","STITCH","10.600000","-9.800000"
"*","STITCH","10.200000","-8.700000"
"*","STITCH","10.800000","-10.600000"
"*","STITCH","11.100000","-11.700000"
"*","STITCH","11.200000","-13.300000"
"*","STITCH","10.700000","-11.800000"
"*","STITCH","11.800000","-11.500000"
"*","STITCH","10.400000","-12.300000"
"*","STITCH","12.200000","-12.000000"
"*","STITCH","10.200000","-12.800000"
"*","STITCH","12.500000","-12.400000"
"*","STITCH","10.100000","-13.300000"
"*","STITCH","12.700000","-12.900000"
"*","STITCH","10.100000","-13.800000"
"*","STITCH","12.800000","-13.300000"
"*","STITCH","10.100000","-14.300000"
"*","STITCH","13.000000","-13.800000"
"*","STITCH","10.100000","-14.800000"
"*","STITCH","13.100000","-14.300000"
"*","STITCH","10.200000","-15.300000"
"*","STITCH","13.100000","-14.800000"
"*","STITCH","10.200000","-15.800000"
"*","STITCH","13.200000","-15.300000"
"*","STITCH","10.300000","-16.300000"
"*","STITCH","13.200000","-15.800000"
"*","STITCH","10.300000","-16.700000"
"*","STITCH","13.300000","-16.200000"
"*","STITCH","10.400000","-17.200000"
"*","STITCH","13.300000","-16.700000"
"*","STITCH","10.500000","-17.700000"
"*","STITCH","13.400000","-17.100000"
"*","STITCH","10.500000","-18.200000"
"*","STITCH","13.500000","-17.600000"
"*","STITCH","10.600000","-18.600000"
"*","STITCH","13.600000","-18.000000"
"*","STITCH","10.700000","-19.100000"
"*","STITCH","13.600000","-18.500000"
"*","STITCH","10.900000","-19.500000"
"*","STITCH","13.600000","-19.000000"
"*","STITCH","11.000000","-20.000000"
"*","STITCH","13.600000","-19.500000"
"*","STITCH","11.100000","-20.400000"
"*","STITCH","13.600000","-20.000000"
"*","STITCH","11.200000","-20.800000"
"*","STITCH","13.500000","-20.400000"
"*","STITCH","11.400000","-21.300000"
"*","STITCH","13.400000","-20.800000"
"*","STITCH","12.200000","-21.600000"
"*","STITCH","13.200000","-21.100000"
"*","STITCH","12.700000","-21.200000"
"*","STITCH","11.700000","-21.100000"
"*","STITCH","13.400000","-20.900000"
"*","STITCH","12.000000","-21.500000"
"*","TRIM","15.400000","-2.800000"
"*","COLOR","15.400000","-2.800000"
"*","JUMP","15.400000","-2.800000"
"*","STITCH","15.400000","-2.800000"
"*","STITCH","16.400000","-1.900000"
"*","STITCH","16.700000","-0.600000"
"*","STITCH","17.300000","1.500000"
"*","STITCH","18.200000","3.800000"
"*","STITCH","18.800000","5.400000"
"*","STITCH","19.100000","6.900000"
"*","STITCH","19.600000","8.600000"
"*","STITCH","20.300000","9.900000"
"*","STITCH","19.600000","8.300000"
"*","STITCH","19.100000","7.200000"
"*","STITCH","18.500000","5.700000"
"*","STITCH","18.600000","7.000000"
"*","STITCH","19.800000","6.700000"
"*","STITCH","18.100000","6.700000"
"*","STITCH","20.000000","6.200000"
"*","STITCH","17.700000","6.400000"
"*","STITCH","20.100000","5.600000"
"*","STITCH","17.400000","6.000000"
"*","STITCH","20.000000","5.100000"
"*","STITCH","17.200000","5.600000"
"*","STITCH","19.900000","4.600000"
"*","STITCH","17.000000","5.100000"
"*","STITCH","19.800000","4.100000"
"*","STITCH","16.800000","4.700000"
"*","STITCH","19.600000","3.700000"
"*","STITCH","16.600000","4.200000"
"*","STITCH","19.500000","3.200000"
"*","STITCH","16.500000","3.700000"
"*","STITCH","19.400000","2.800000"
"*","STITCH","16.300000","3.300000"
"*","STITCH","19.200000","2.300000"
"*","STITCH","16.200000","2.800000"
"*","STITCH","19.100000","1.900000"
"*","STITCH","16.000000","2.300000"
"*","STITCH","18.900000","1.400000"
"*","STITCH","15.800000","1.900000"
"*","STITCH","18.800000","1.000000"
"*","STITCH","15.700000","1.500000"
"*","STITCH","18.600000","0.500000"
"*","STITCH","15.500000","1.000000"
"*","STITCH","18.400000","0.100000"
"*","STITCH","15.300000","0.600000"
"*","STITCH","18.300000","-0.400000"
"*","STITCH","15.200000","0.100000"
"*","STITCH","18.100000","-0.800000"
"*","STITCH","15.100000","-0.400000"
"*","STITCH","17.900000","-1.300000"
"*","STITCH","15.000000","-0.800000"
"*","STITCH","17.700000","-1.700000"
"*","STITCH","14.900000","-1.300000"
"*","STITCH","17.500000","-2.100000"
"*","STITCH","14.900000","-1.800000"
"*","STITCH","17.300000","-2.600000"
"*","STITCH","14.900000","-2.200000"
"*","STITCH","16.900000","-2.800000"
"*","STITCH","15.400000","-2.700000"
"*","STITCH","16.700000","-3.100000"
"*","STITCH","15.200000","-2.200000"
"*","STITCH","17.000000","-2.800000"
"*","STITCH","15.300000","-2.800000"
"*","END","15.300000","-2.800000"
